,index,file_extension,title,author
225,132,"../data/gutenberg/Charles Kingsley___Two Years Ago, Volume I.txt","Two Years Ago, Volume I",Charles Kingsley
226,1948,../data/gutenberg/O Henry___Rolling Stones.txt,Rolling Stones,O Henry
227,1364,../data/gutenberg/Bret Harte___On the Frontier.txt,On the Frontier,Bret Harte
228,526,"../data/gutenberg/Sir Isaac Newton___Observations upon the Prophecies of Daniel, and the Apocalypse of St. John.txt","Observations upon the Prophecies of Daniel, and the Apocalypse of St. John",Sir Isaac Newton
229,1637,../data/gutenberg/Charlotte Mary Yonge___Two Penniless Princesses.txt,Two Penniless Princesses,Charlotte Mary Yonge
230,991,"../data/gutenberg/William Wymark Jacobs___Matrimonial Openings, Sailor's Knots, Part 5.txt","Matrimonial Openings, Sailor's Knots, Part 5",William Wymark Jacobs
231,144,../data/gutenberg/Howard Pyle___Twilight Land.txt,Twilight Land,Howard Pyle
232,107,../data/gutenberg/Frank Richard Stockton___The Late Mrs. Null.txt,The Late Mrs. Null,Frank Richard Stockton
233,2156,"../data/gutenberg/Mark Twain___The $30,000 Bequest and Other Stories.txt","The $30,000 Bequest and Other Stories",Mark Twain
234,1283,../data/gutenberg/Eugene O_Neill___The First Man.txt,The First Man,Eugene O
235,204,../data/gutenberg/Mark Twain___The Innocents Abroad.txt,The Innocents Abroad,Mark Twain
236,41,../data/gutenberg/Sinclair Lewis___Babbitt.txt,Babbitt,Sinclair Lewis
237,2889,../data/gutenberg/Henry Rider Haggard___The Wizard.txt,The Wizard,Henry Rider Haggard
238,2715,"../data/gutenberg/Ambrose Bierce___The Collected Works of Ambrose Bierce, Volume 8.txt","The Collected Works of Ambrose Bierce, Volume 8",Ambrose Bierce
239,1947,../data/gutenberg/Nathaniel Hawthorne___Fragments from The Journal of a Solitary Man.txt,Fragments from The Journal of a Solitary Man,Nathaniel Hawthorne
240,1282,../data/gutenberg/Rudyard Kipling___The Years Between.txt,The Years Between,Rudyard Kipling
241,906,../data/gutenberg/Robert Louis Stevenson___In the South Seas.txt,In the South Seas,Robert Louis Stevenson
242,2953,../data/gutenberg/Sir Arthur Conan Doyle___The Adventure of the Devil's Foot.txt,The Adventure of the Devil's Foot,Sir Arthur Conan Doyle
243,2637,"../data/gutenberg/William Wordsworth___The Poetical Works of William Wordsworth, Volume 1.txt","The Poetical Works of William Wordsworth, Volume 1",William Wordsworth
244,4,"../data/gutenberg/Robert Louis Stevenson___The Works of Robert Louis Stevenson - Swanston Edition, Volume 12.txt","The Works of Robert Louis Stevenson - Swanston Edition, Volume 12",Robert Louis Stevenson
245,890,../data/gutenberg/Oscar Wilde___Lady Windermere's Fan.txt,Lady Windermere's Fan,Oscar Wilde
246,1696,../data/gutenberg/R M Ballantyne___Saved by the Lifeboat.txt,Saved by the Lifeboat,R M Ballantyne
247,2363,"../data/gutenberg/Robert Louis Stevenson___A Child's Garden of Verses, Verse 158.txt","A Child's Garden of Verses, Verse 158",Robert Louis Stevenson
248,2849,../data/gutenberg/Charlotte Mary Yonge___The Three Brides.txt,The Three Brides,Charlotte Mary Yonge
249,2225,../data/gutenberg/Jack London___Children of the Frost.txt,Children of the Frost,Jack London
250,2873,../data/gutenberg/Charles Dickens___George Silverman's Explanation.txt,George Silverman's Explanation,Charles Dickens
251,1014,../data/gutenberg/George Alfred Henty___A March on London.txt,A March on London,George Alfred Henty
252,1032,"../data/gutenberg/Edgar Rice Burroughs___Thuvia, Maid of Mars.txt","Thuvia, Maid of Mars",Edgar Rice Burroughs
253,2100,../data/gutenberg/Baronness Orczy___The Old Man in the Corner.txt,The Old Man in the Corner,Baronness Orczy
254,390,../data/gutenberg/Edward Phillips Oppenheim___The Missioner.txt,The Missioner,Edward Phillips Oppenheim
255,2706,"../data/gutenberg/Robert Louis Stevenson___Letters of Robert Louis Stevenson, Volume 2.txt","Letters of Robert Louis Stevenson, Volume 2",Robert Louis Stevenson
256,1451,../data/gutenberg/Henry Rider Haggard___Moon of Israel.txt,Moon of Israel,Henry Rider Haggard
257,2026,../data/gutenberg/Bret Harte___Clarence.txt,Clarence,Bret Harte
258,251,../data/gutenberg/Thornton Waldo Burgess___The Adventures of Jimmy Skunk.txt,The Adventures of Jimmy Skunk,Thornton Waldo Burgess
259,2291,../data/gutenberg/Beatrix Potter___The Tailor of Gloucester.txt,The Tailor of Gloucester,Beatrix Potter
260,357,../data/gutenberg/George Alfred Henty___The Boy Knight.txt,The Boy Knight,George Alfred Henty
261,1494,../data/gutenberg/John Ruskin___Saint Ursula.txt,Saint Ursula,John Ruskin
262,993,"../data/gutenberg/Edmund Burke___The Works of the Right Honourable Edmund Burke, Vol. 04 (of 12).txt","The Works of the Right Honourable Edmund Burke, Vol. 04 (of 12)",Edmund Burke
263,979,../data/gutenberg/Henry Rider Haggard___The Brethren.txt,The Brethren,Henry Rider Haggard
264,1876,"../data/gutenberg/John Morley___Critical Miscellanies, Volume 3, Essay 5, On Pattison's Memoirs.txt","Critical Miscellanies, Volume 3, Essay 5, On Pattison's Memoirs",John Morley
265,1362,../data/gutenberg/Henry Rider Haggard___Morning Star.txt,Morning Star,Henry Rider Haggard
266,528,../data/gutenberg/Andrew Lang___Pickle the Spy.txt,Pickle the Spy,Andrew Lang
267,232,../data/gutenberg/Mary Shelley___Frankenstein.txt,Frankenstein,Mary Shelley
268,610,../data/gutenberg/Andrew Lang___The Violet Fairy Book.txt,The Violet Fairy Book,Andrew Lang
269,1476,../data/gutenberg/Herbert George Wells___What is Coming?.txt,What is Coming?,Herbert George Wells
270,2295,../data/gutenberg/Edward Phillips Oppenheim___The Wicked Marquis.txt,The Wicked Marquis,Edward Phillips Oppenheim
271,2855,../data/gutenberg/Andrew Lang___A Short History of Scotland.txt,A Short History of Scotland,Andrew Lang
272,2851,../data/gutenberg/Charles Kingsley___Prose Idylls.txt,Prose Idylls,Charles Kingsley
273,653,../data/gutenberg/George Alfred Henty___By Right of Conquest.txt,By Right of Conquest,George Alfred Henty
274,781,../data/gutenberg/Beatrix Potter___The Tale of Ginger and Pickles.txt,The Tale of Ginger and Pickles,Beatrix Potter
275,1935,../data/gutenberg/Charlotte Mary Yonge___The Little Duke.txt,The Little Duke,Charlotte Mary Yonge
276,1817,../data/gutenberg/R M Ballantyne___The Golden Dream.txt,The Golden Dream,R M Ballantyne
277,676,../data/gutenberg/Charles Kingsley___The Roman and the Teuton.txt,The Roman and the Teuton,Charles Kingsley
278,1256,../data/gutenberg/James Fenimore Cooper___The Two Admirals.txt,The Two Admirals,James Fenimore Cooper
279,1604,../data/gutenberg/Stephen Leacock___The Unsolved Riddle of Social Justice.txt,The Unsolved Riddle of Social Justice,Stephen Leacock
280,1118,../data/gutenberg/Bret Harte___Frontier Stories.txt,Frontier Stories,Bret Harte
281,1059,../data/gutenberg/Henry James___Lady Barbarina.txt,Lady Barbarina,Henry James
282,758,"../data/gutenberg/Anthony Trollope___Miss Sarah Jack, of Spanish Town, Jamaica.txt","Miss Sarah Jack, of Spanish Town, Jamaica",Anthony Trollope
283,2351,"../data/gutenberg/Nathaniel Hawthorne___A Virtuoso's Collection (From ""Mosses From An Old Manse"").txt","A Virtuoso's Collection (From ""Mosses From An Old Manse"")",Nathaniel Hawthorne
284,1949,../data/gutenberg/Sir Arthur Conan Doyle___The Last of the Legions and Other Tales of Long Ago.txt,The Last of the Legions and Other Tales of Long Ago,Sir Arthur Conan Doyle
285,1977,../data/gutenberg/Jacob Abbott___Rollo in Paris.txt,Rollo in Paris,Jacob Abbott
286,2624,../data/gutenberg/R M Ballantyne___The Big Otter.txt,The Big Otter,R M Ballantyne
287,1225,../data/gutenberg/Aldous Huxley___The Defeat of Youth and Other Poems.txt,The Defeat of Youth and Other Poems,Aldous Huxley
288,1301,../data/gutenberg/John Milton___Areopagitica.txt,Areopagitica,John Milton
289,1628,../data/gutenberg/Anthony Trollope___The American Senator.txt,The American Senator,Anthony Trollope
290,2727,"../data/gutenberg/Nathaniel Hawthorne___The Prophetic Pictures (From ""Twice Told Tales"").txt","The Prophetic Pictures (From ""Twice Told Tales"")",Nathaniel Hawthorne
291,1101,../data/gutenberg/Oscar Wilde___Intentions.txt,Intentions,Oscar Wilde
292,918,../data/gutenberg/Anthony Trollope___Phineas Redux.txt,Phineas Redux,Anthony Trollope
293,1187,"../data/gutenberg/Edmund Burke___The Works of the Right Honourable Edmund Burke, Vol. 08 (of 12).txt","The Works of the Right Honourable Edmund Burke, Vol. 08 (of 12)",Edmund Burke
294,1240,../data/gutenberg/Charles Kingsley___The Gospel of the Pentateuch.txt,The Gospel of the Pentateuch,Charles Kingsley
295,1041,../data/gutenberg/James Fenimore Cooper___Tales for Fifteen.txt,Tales for Fifteen,James Fenimore Cooper
296,636,"../data/gutenberg/Robert Louis Stevenson___The Works of Robert Louis Stevenson - Swanston Edition, Volume 3.txt","The Works of Robert Louis Stevenson - Swanston Edition, Volume 3",Robert Louis Stevenson
297,1486,../data/gutenberg/John Ruskin___Selections From the Works of John Ruskin.txt,Selections From the Works of John Ruskin,John Ruskin
298,784,../data/gutenberg/John Bunyan___The Pharisee And The Publican.txt,The Pharisee And The Publican,John Bunyan
299,522,../data/gutenberg/James Matthew Barrie___Peter Pan.txt,Peter Pan,James Matthew Barrie
300,283,../data/gutenberg/Rudyard Kipling___France At War.txt,France At War,Rudyard Kipling
301,2564,../data/gutenberg/Michael Faraday___The Chemical History Of A Candle.txt,The Chemical History Of A Candle,Michael Faraday
302,1397,../data/gutenberg/John Bunyan___The Heavenly Footman.txt,The Heavenly Footman,John Bunyan
303,2737,"../data/gutenberg/Jonathan Swift___The Prose Works of Jonathan Swift, D.D., Volume 4.txt","The Prose Works of Jonathan Swift, D.D., Volume 4",Jonathan Swift
304,2041,../data/gutenberg/R M Ballantyne___The Eagle Cliff.txt,The Eagle Cliff,R M Ballantyne
305,961,"../data/gutenberg/Mark Twain___Personal Recollections of Joan of Arc, Volume 1.txt","Personal Recollections of Joan of Arc, Volume 1",Mark Twain
306,944,../data/gutenberg/Herbert George Wells___The Secret Places of the Heart.txt,The Secret Places of the Heart,Herbert George Wells
307,2161,"../data/gutenberg/William Wymark Jacobs___Bob's Redemption, Captains All, Book 5.txt","Bob's Redemption, Captains All, Book 5",William Wymark Jacobs
308,1856,../data/gutenberg/George Alfred Henty___By England's Aid or The Freeing of the Netherlands (1585-1604).txt,By England's Aid or The Freeing of the Netherlands (1585-1604),George Alfred Henty
309,2252,"../data/gutenberg/William Wymark Jacobs___Friends In Need, Ship's Company, Part 2.txt","Friends In Need, Ship's Company, Part 2",William Wymark Jacobs
310,1662,../data/gutenberg/Abraham Lincoln___The Life and Public Service of General Zachary Taylor: An Address.txt,The Life and Public Service of General Zachary Taylor: An Address,Abraham Lincoln
311,1431,../data/gutenberg/Charles Dickens___The Letters of Charles Dickens Volume 2.txt,The Letters of Charles Dickens Volume 2,Charles Dickens
312,1612,../data/gutenberg/R M Ballantyne___The Floating Light of the Goodwin Sands.txt,The Floating Light of the Goodwin Sands,R M Ballantyne
313,2088,../data/gutenberg/P G Wodehouse___A Damsel in Distress.txt,A Damsel in Distress,P G Wodehouse
314,752,../data/gutenberg/George Alfred Henty___By Pike and Dyke:  A Tale of the Rise of the Dutch Republic.txt,By Pike and Dyke:  A Tale of the Rise of the Dutch Republic,George Alfred Henty
315,145,../data/gutenberg/Charles Kingsley___David.txt,David,Charles Kingsley
316,2047,../data/gutenberg/Washington Irving___Astoria.txt,Astoria,Washington Irving
317,2479,../data/gutenberg/Robert Louis Stevenson___Prayers Written At Vailima.txt,Prayers Written At Vailima,Robert Louis Stevenson
318,1292,../data/gutenberg/R M Ballantyne___Blue Lights.txt,Blue Lights,R M Ballantyne
319,1875,"../data/gutenberg/William Wymark Jacobs___Fine Feathers, Ship's Company, Part 1.txt","Fine Feathers, Ship's Company, Part 1",William Wymark Jacobs
320,1330,../data/gutenberg/William Butler Yeats___Mosada.txt,Mosada,William Butler Yeats
321,162,../data/gutenberg/Henry James___Pandora.txt,Pandora,Henry James
322,2245,../data/gutenberg/R M Ballantyne___The Butterfly's Ball.txt,The Butterfly's Ball,R M Ballantyne
323,1327,../data/gutenberg/Oscar Wilde___Poems.txt,Poems,Oscar Wilde
324,1521,../data/gutenberg/Frank Richard Stockton___What Might Have Been Expected.txt,What Might Have Been Expected,Frank Richard Stockton
325,1377,../data/gutenberg/James Otis___The Minute Boys of York Town.txt,The Minute Boys of York Town,James Otis
326,2196,"../data/gutenberg/William Wymark Jacobs___Sam's Ghost, Deep Waters, Part 4.txt","Sam's Ghost, Deep Waters, Part 4",William Wymark Jacobs
327,2411,"../data/gutenberg/Percival Lowell___Noto, An Unexplored Corner of Japan.txt","Noto, An Unexplored Corner of Japan",Percival Lowell
328,359,../data/gutenberg/John Galsworthy___The Island Pharisees.txt,The Island Pharisees,John Galsworthy
329,1108,../data/gutenberg/Bret Harte___Openings in the Old Trail.txt,Openings in the Old Trail,Bret Harte
330,891,"../data/gutenberg/Nathaniel Hawthorne___Beneath an Umbrella (From ""Twice Told Tales"").txt","Beneath an Umbrella (From ""Twice Told Tales"")",Nathaniel Hawthorne
331,486,../data/gutenberg/William Wymark Jacobs___Sea Urchins.txt,Sea Urchins,William Wymark Jacobs
332,2661,../data/gutenberg/Washington Irving___The Legend of Sleepy Hollow.txt,The Legend of Sleepy Hollow,Washington Irving
333,1943,../data/gutenberg/William Dean Howells___Fennel and Rue.txt,Fennel and Rue,William Dean Howells
334,2833,"../data/gutenberg/Samuel Taylor Coleridge___Coleridge's Literary Remains, Volume 2.txt","Coleridge's Literary Remains, Volume 2",Samuel Taylor Coleridge
335,1267,../data/gutenberg/William Wymark Jacobs___Salthaven.txt,Salthaven,William Wymark Jacobs
336,1467,../data/gutenberg/Edward Stratemeyer___The Rover Boys on the Plains.txt,The Rover Boys on the Plains,Edward Stratemeyer
337,379,../data/gutenberg/Henry Rider Haggard___A Tale of Three Lions.txt,A Tale of Three Lions,Henry Rider Haggard
338,1981,../data/gutenberg/Henry Rider Haggard___Queen Sheba's Ring.txt,Queen Sheba's Ring,Henry Rider Haggard
339,2835,../data/gutenberg/Mark Twain___Mark Twain's Speeches.txt,Mark Twain's Speeches,Mark Twain
340,1374,../data/gutenberg/Rudyard Kipling___Rewards and Fairies.txt,Rewards and Fairies,Rudyard Kipling
341,1648,../data/gutenberg/Wilkie Collins___Blind Love.txt,Blind Love,Wilkie Collins
342,757,../data/gutenberg/Charles Kingsley___Sermons for the Times.txt,Sermons for the Times,Charles Kingsley
343,39,"../data/gutenberg/Abraham Lincoln___The Writings of Abraham Lincoln, Volume 5: 1858-1862.txt","The Writings of Abraham Lincoln, Volume 5: 1858-1862",Abraham Lincoln
344,2954,../data/gutenberg/Jonathan Swift___The Battle of the Books.txt,The Battle of the Books,Jonathan Swift
345,1161,../data/gutenberg/Charles Dickens___Oliver Twist.txt,Oliver Twist,Charles Dickens
346,2683,../data/gutenberg/Henry Rider Haggard___Allan Quatermain.txt,Allan Quatermain,Henry Rider Haggard
347,1255,"../data/gutenberg/Thomas Carlyle___History of Friedrich II of Prussia, Volume 19.txt","History of Friedrich II of Prussia, Volume 19",Thomas Carlyle
348,1110,../data/gutenberg/Henry Francis Cary___Lives of the English Poets.txt,Lives of the English Poets,Henry Francis Cary
349,1100,../data/gutenberg/James Joyce___Ulysses.txt,Ulysses,James Joyce
350,2939,../data/gutenberg/Baronness Orczy___The Heart of a Woman.txt,The Heart of a Woman,Baronness Orczy
351,1302,../data/gutenberg/Lucy Maud Montgomery___Anne Of Green Gables.txt,Anne Of Green Gables,Lucy Maud Montgomery
352,2058,../data/gutenberg/William Dean Howells___Of Literature.txt,Of Literature,William Dean Howells
353,2328,"../data/gutenberg/William Wymark Jacobs___A Golden Venture, The Lady of the Barge and Others, Part 11.txt","A Golden Venture, The Lady of the Barge and Others, Part 11",William Wymark Jacobs
354,59,../data/gutenberg/Jack London___The Acorn-Planter.txt,The Acorn-Planter,Jack London
355,2183,../data/gutenberg/Edward Phillips Oppenheim___The Evil Shepherd.txt,The Evil Shepherd,Edward Phillips Oppenheim
356,2772,../data/gutenberg/Ralph Waldo Emerson___Representative Men.txt,Representative Men,Ralph Waldo Emerson
357,2627,../data/gutenberg/William Dean Howells___Christmas Every Day and Other Stories.txt,Christmas Every Day and Other Stories,William Dean Howells
358,1182,../data/gutenberg/Jack London___On the Makaloa Mat.txt,On the Makaloa Mat,Jack London
359,414,../data/gutenberg/Jack London___War of the Classes.txt,War of the Classes,Jack London
360,764,"../data/gutenberg/Leigh Hunt___Stories from the Italian Poets: With Lives of the Writers, Volume 1.txt","Stories from the Italian Poets: With Lives of the Writers, Volume 1",Leigh Hunt
361,963,../data/gutenberg/Walt Whitman___Drum Taps.txt,Drum Taps,Walt Whitman
362,2655,../data/gutenberg/Wilkie Collins___My Lady's Money.txt,My Lady's Money,Wilkie Collins
363,1826,../data/gutenberg/Harold Bindloss___Delilah of the Snows.txt,Delilah of the Snows,Harold Bindloss
364,1047,../data/gutenberg/P G Wodehouse___The Pothunters.txt,The Pothunters,P G Wodehouse
365,2311,../data/gutenberg/Lyman Frank Baum___The Patchwork Girl of Oz.txt,The Patchwork Girl of Oz,Lyman Frank Baum
366,1526,../data/gutenberg/Abraham Lincoln___The Emancipation Proclamation.txt,The Emancipation Proclamation,Abraham Lincoln
367,2936,../data/gutenberg/R M Ballantyne___The Young Fur Traders.txt,The Young Fur Traders,R M Ballantyne
368,1261,../data/gutenberg/John Dryden___Dryden's Works Vol. 5 (of 18).txt,Dryden's Works Vol. 5 (of 18),John Dryden
